,userId,Reputation,Views,UpVotes,DownVotes,postId,Score,ViewCount,CommentCount,Outlier
11289,919,87393,20932,11273,779,2289,5,,0,Reputation
11290,919,87393,20932,11273,779,2415,30,,3,Reputation
11291,919,87393,20932,11273,779,2426,3,,0,Reputation
11292,919,87393,20932,11273,779,2442,7,,1,Reputation
11293,919,87393,20932,11273,779,2445,15,,3,Reputation
11294,919,87393,20932,11273,779,2497,8,,4,Reputation
11295,919,87393,20932,11273,779,2511,10,,6,Reputation
11296,919,87393,20932,11273,779,2521,5,,4,Reputation
11297,919,87393,20932,11273,779,2522,13,,0,Reputation
11298,919,87393,20932,11273,779,2525,8,,2,Reputation
11299,919,87393,20932,11273,779,2550,32,,8,Reputation
11300,919,87393,20932,11273,779,2625,4,,2,Reputation
11301,919,87393,20932,11273,779,2626,5,,0,Reputation
11302,919,87393,20932,11273,779,2658,2,,0,Reputation
11303,919,87393,20932,11273,779,2659,23,,1,Reputation
11304,919,87393,20932,11273,779,2660,1,,2,Reputation
11305,919,87393,20932,11273,779,2682,1,,2,Reputation
11306,919,87393,20932,11273,779,2698,50,,6,Reputation
11307,919,87393,20932,11273,779,2784,2,,0,Reputation
11308,919,87393,20932,11273,779,2785,12,,0,Reputation
11309,919,87393,20932,11273,779,2859,5,,3,Reputation
11310,919,87393,20932,11273,779,2913,2,,7,Reputation
11311,919,87393,20932,11273,779,2946,2,,0,Reputation
11312,919,87393,20932,11273,779,3060,1,,2,Reputation
11313,919,87393,20932,11273,779,3087,10,,4,Reputation
11314,919,87393,20932,11273,779,3090,3,,2,Reputation
11315,919,87393,20932,11273,779,3095,3,,2,Reputation
11316,919,87393,20932,11273,779,3124,3,,0,Reputation
11317,919,87393,20932,11273,779,3205,5,,3,Reputation
11318,919,87393,20932,11273,779,3206,16,,3,Reputation
11319,919,87393,20932,11273,779,3210,6,,2,Reputation
11320,919,87393,20932,11273,779,3216,10,,5,Reputation
11321,919,87393,20932,11273,779,3217,10,,5,Reputation
11322,919,87393,20932,11273,779,3218,9,,3,Reputation
11323,919,87393,20932,11273,779,3243,11,,0,Reputation
11324,919,87393,20932,11273,779,3265,6,,0,Reputation
11325,919,87393,20932,11273,779,3283,6,,6,Reputation
11326,919,87393,20932,11273,779,3310,5,,1,Reputation
11327,919,87393,20932,11273,779,3396,4,,6,Reputation
11328,919,87393,20932,11273,779,3398,39,,12,Reputation
11329,919,87393,20932,11273,779,3432,6,,2,Reputation
11330,919,87393,20932,11273,779,3481,12,,9,Reputation
11331,919,87393,20932,11273,779,3483,14,,3,Reputation
11332,919,87393,20932,11273,779,3517,16,,2,Reputation
11333,919,87393,20932,11273,779,3530,60,,3,Reputation
11334,919,87393,20932,11273,779,3562,44,,6,Reputation
11335,919,87393,20932,11273,779,3577,4,,0,Reputation
11336,919,87393,20932,11273,779,3605,7,,5,Reputation
11337,919,87393,20932,11273,779,3606,2,,0,Reputation
11338,919,87393,20932,11273,779,3613,6,,6,Reputation
11339,919,87393,20932,11273,779,3618,10,,4,Reputation
11340,919,87393,20932,11273,779,3638,4,,2,Reputation
11341,919,87393,20932,11273,779,3647,6,,3,Reputation
11342,919,87393,20932,11273,779,3658,3,,2,Reputation
11343,919,87393,20932,11273,779,3687,5,,3,Reputation
11344,919,87393,20932,11273,779,3714,6,,0,Reputation
11345,919,87393,20932,11273,779,3725,9,,6,Reputation
11346,919,87393,20932,11273,779,3775,5,,3,Reputation
11347,919,87393,20932,11273,779,3803,7,,8,Reputation
11348,919,87393,20932,11273,779,3806,2,,1,Reputation
11349,919,87393,20932,11273,779,3807,2,,1,Reputation
11350,919,87393,20932,11273,779,3825,7,,4,Reputation
11351,919,87393,20932,11273,779,3895,11,,2,Reputation
11352,919,87393,20932,11273,779,3904,37,,2,Reputation
11353,919,87393,20932,11273,779,3932,14,,3,Reputation
11354,919,87393,20932,11273,779,3971,6,,8,Reputation
11355,919,87393,20932,11273,779,4001,2,,0,Reputation
11356,919,87393,20932,11273,779,4003,3,,1,Reputation
11357,919,87393,20932,11273,779,4033,3,,1,Reputation
11358,919,87393,20932,11273,779,4049,4,,0,Reputation
11359,919,87393,20932,11273,779,4055,6,,3,Reputation
11360,919,87393,20932,11273,779,4056,12,,3,Reputation
11361,919,87393,20932,11273,779,4057,6,,1,Reputation
11362,919,87393,20932,11273,779,4073,5,,4,Reputation
11363,919,87393,20932,11273,779,4074,3,,7,Reputation
11364,919,87393,20932,11273,779,4082,7,,4,Reputation
11365,919,87393,20932,11273,779,4097,2,,0,Reputation
11366,919,87393,20932,11273,779,4098,8,,1,Reputation
11367,919,87393,20932,11273,779,4109,5,,2,Reputation
11368,919,87393,20932,11273,779,4144,7,,3,Reputation
11369,919,87393,20932,11273,779,4153,5,,0,Reputation
11370,919,87393,20932,11273,779,4173,2,,0,Reputation
11371,919,87393,20932,11273,779,4180,7,,4,Reputation
11372,919,87393,20932,11273,779,4209,3,,2,Reputation
11373,919,87393,20932,11273,779,4212,1,,4,Reputation
11374,919,87393,20932,11273,779,4215,3,,1,Reputation
11375,919,87393,20932,11273,779,4223,53,,3,Reputation
11376,919,87393,20932,11273,779,4248,10,,1,Reputation
11377,919,87393,20932,11273,779,4249,3,,4,Reputation
11378,919,87393,20932,11273,779,4293,6,,4,Reputation
11379,919,87393,20932,11273,779,4301,33,,1,Reputation
11380,919,87393,20932,11273,779,4313,5,,0,Reputation
11381,919,87393,20932,11273,779,4348,3,,0,Reputation
11382,919,87393,20932,11273,779,4445,10,744.0,7,Reputation
11383,919,87393,20932,11273,779,4526,5,,2,Reputation
11384,919,87393,20932,11273,779,4633,5,,0,Reputation
11385,919,87393,20932,11273,779,4646,5,,1,Reputation
11386,919,87393,20932,11273,779,4684,7,,10,Reputation
11387,919,87393,20932,11273,779,4697,4,,2,Reputation
11388,919,87393,20932,11273,779,4699,2,,1,Reputation
11389,919,87393,20932,11273,779,4730,4,,0,Reputation
11390,919,87393,20932,11273,779,4742,6,,0,Reputation
11391,919,87393,20932,11273,779,4744,5,,6,Reputation
11392,919,87393,20932,11273,779,4794,4,,0,Reputation
11393,919,87393,20932,11273,779,4795,4,,0,Reputation
11394,919,87393,20932,11273,779,4833,23,,1,Reputation
11395,919,87393,20932,11273,779,4836,6,,8,Reputation
11396,919,87393,20932,11273,779,4837,13,,7,Reputation
11397,919,87393,20932,11273,779,4850,12,,18,Reputation
11398,919,87393,20932,11273,779,4853,5,,1,Reputation
11399,919,87393,20932,11273,779,4860,3,,0,Reputation
11400,919,87393,20932,11273,779,4885,14,,1,Reputation
11401,919,87393,20932,11273,779,4910,3,,2,Reputation
11402,919,87393,20932,11273,779,4946,4,,1,Reputation
11403,919,87393,20932,11273,779,4948,5,,3,Reputation
11404,919,87393,20932,11273,779,4951,3,,4,Reputation
11405,919,87393,20932,11273,779,4967,3,,3,Reputation
11406,919,87393,20932,11273,779,4996,3,,1,Reputation
11407,919,87393,20932,11273,779,5012,3,,3,Reputation
11408,919,87393,20932,11273,779,5032,8,,2,Reputation
11409,919,87393,20932,11273,779,5033,5,,0,Reputation
11410,919,87393,20932,11273,779,5055,3,,1,Reputation
11411,919,87393,20932,11273,779,5063,3,,4,Reputation
11412,919,87393,20932,11273,779,5169,5,,2,Reputation
11413,919,87393,20932,11273,779,5193,2,,0,Reputation
11414,919,87393,20932,11273,779,5231,4,,1,Reputation
11415,919,87393,20932,11273,779,5232,5,,1,Reputation
11416,919,87393,20932,11273,779,5234,3,,3,Reputation
11417,919,87393,20932,11273,779,5261,2,,0,Reputation
11418,919,87393,20932,11273,779,5284,6,,1,Reputation
11419,919,87393,20932,11273,779,5313,5,,0,Reputation
11420,919,87393,20932,11273,779,5357,10,,1,Reputation
11421,919,87393,20932,11273,779,5361,11,,4,Reputation
11422,919,87393,20932,11273,779,5389,7,,1,Reputation
11423,919,87393,20932,11273,779,5407,8,,0,Reputation
11424,919,87393,20932,11273,779,5408,7,,0,Reputation
11425,919,87393,20932,11273,779,5409,4,,0,Reputation
11426,919,87393,20932,11273,779,5415,6,,0,Reputation
11427,919,87393,20932,11273,779,5445,6,,4,Reputation
11428,919,87393,20932,11273,779,5447,12,,0,Reputation
11429,919,87393,20932,11273,779,5481,9,,3,Reputation
11430,919,87393,20932,11273,779,5482,5,,0,Reputation
11431,919,87393,20932,11273,779,5492,2,,5,Reputation
11432,919,87393,20932,11273,779,5516,8,,1,Reputation
11433,919,87393,20932,11273,779,5519,3,,0,Reputation
11434,919,87393,20932,11273,779,5538,13,,0,Reputation
11435,919,87393,20932,11273,779,5568,6,,2,Reputation
11436,919,87393,20932,11273,779,5570,10,,1,Reputation
11437,919,87393,20932,11273,779,5630,4,,6,Reputation
11438,919,87393,20932,11273,779,5632,4,,0,Reputation
11439,919,87393,20932,11273,779,5633,3,,2,Reputation
11440,919,87393,20932,11273,779,5653,2,,0,Reputation
11441,919,87393,20932,11273,779,5669,4,,0,Reputation
11442,919,87393,20932,11273,779,5707,5,,0,Reputation
11443,919,87393,20932,11273,779,5709,6,,2,Reputation
11444,919,87393,20932,11273,779,5753,28,,5,Reputation
11445,919,87393,20932,11273,779,5754,48,,7,Reputation
11446,919,87393,20932,11273,779,5755,6,,0,Reputation
11447,919,87393,20932,11273,779,5760,6,,1,Reputation
11448,919,87393,20932,11273,779,5785,6,,1,Reputation
11449,919,87393,20932,11273,779,5789,7,,5,Reputation
11450,919,87393,20932,11273,779,5846,4,,0,Reputation
11451,919,87393,20932,11273,779,5848,4,,4,Reputation
11452,919,87393,20932,11273,779,5851,5,,0,Reputation
11453,919,87393,20932,11273,779,5875,4,,2,Reputation
11454,919,87393,20932,11273,779,5876,7,,3,Reputation
11455,919,87393,20932,11273,779,5879,3,,8,Reputation
11456,919,87393,20932,11273,779,5921,9,,1,Reputation
11457,919,87393,20932,11273,779,5924,6,,1,Reputation
11458,919,87393,20932,11273,779,5931,4,,0,Reputation
11459,919,87393,20932,11273,779,5932,6,,0,Reputation
11460,919,87393,20932,11273,779,5947,3,,1,Reputation
11461,919,87393,20932,11273,779,5966,18,,1,Reputation
11462,919,87393,20932,11273,779,5986,7,,6,Reputation
11463,919,87393,20932,11273,779,5990,9,,7,Reputation
11464,919,87393,20932,11273,779,6014,5,,2,Reputation
11465,919,87393,20932,11273,779,6038,13,,5,Reputation
11466,919,87393,20932,11273,779,6059,5,,0,Reputation
11467,919,87393,20932,11273,779,6117,6,,2,Reputation
11468,919,87393,20932,11273,779,6135,13,,10,Reputation
11469,919,87393,20932,11273,779,6177,10,,1,Reputation
11470,919,87393,20932,11273,779,6197,11,,0,Reputation
11471,919,87393,20932,11273,779,6198,10,,3,Reputation
11472,919,87393,20932,11273,779,6325,9,,4,Reputation
11473,919,87393,20932,11273,779,6351,14,,4,Reputation
11474,919,87393,20932,11273,779,6369,4,,3,Reputation
11475,919,87393,20932,11273,779,6393,9,,2,Reputation
11476,919,87393,20932,11273,779,6446,7,,2,Reputation
11477,919,87393,20932,11273,779,6564,7,,2,Reputation
11478,919,87393,20932,11273,779,6565,9,,5,Reputation
11479,919,87393,20932,11273,779,6602,5,,3,Reputation
11480,919,87393,20932,11273,779,6631,8,,0,Reputation
11481,919,87393,20932,11273,779,6641,3,,1,Reputation
11482,919,87393,20932,11273,779,6649,5,,1,Reputation
11483,919,87393,20932,11273,779,6654,22,,9,Reputation
11484,919,87393,20932,11273,779,6726,11,,3,Reputation
11485,919,87393,20932,11273,779,6749,3,,2,Reputation
11486,919,87393,20932,11273,779,6750,3,,1,Reputation
11487,919,87393,20932,11273,779,6786,14,,15,Reputation
11488,919,87393,20932,11273,779,6821,17,,6,Reputation
11489,919,87393,20932,11273,779,6836,3,,3,Reputation
11490,919,87393,20932,11273,779,6850,5,,1,Reputation
11491,919,87393,20932,11273,779,6884,4,,2,Reputation
11492,919,87393,20932,11273,779,6923,16,,15,Reputation
11493,919,87393,20932,11273,779,6924,8,,12,Reputation
11494,919,87393,20932,11273,779,7039,14,,9,Reputation
11495,919,87393,20932,11273,779,7041,6,,4,Reputation
11496,919,87393,20932,11273,779,7050,8,,1,Reputation
11497,919,87393,20932,11273,779,7104,7,,4,Reputation
11498,919,87393,20932,11273,779,7345,7,,1,Reputation
11499,919,87393,20932,11273,779,7382,7,,4,Reputation
11500,919,87393,20932,11273,779,7386,0,,3,Reputation
11501,919,87393,20932,11273,779,7456,3,,5,Reputation
11502,919,87393,20932,11273,779,7472,23,,5,Reputation
11503,919,87393,20932,11273,779,7507,7,,0,Reputation
11504,919,87393,20932,11273,779,7517,3,,8,Reputation
11505,919,87393,20932,11273,779,7543,6,,4,Reputation
11506,919,87393,20932,11273,779,7608,7,,2,Reputation
11507,919,87393,20932,11273,779,7629,11,,5,Reputation
11508,919,87393,20932,11273,779,7764,12,,1,Reputation
11509,919,87393,20932,11273,779,7781,12,,4,Reputation
11510,919,87393,20932,11273,779,7808,5,,0,Reputation
11511,919,87393,20932,11273,779,7812,2,,5,Reputation
11512,919,87393,20932,11273,779,7814,7,,2,Reputation
11513,919,87393,20932,11273,779,7846,5,,0,Reputation
11514,919,87393,20932,11273,779,7856,22,,0,Reputation
11515,919,87393,20932,11273,779,7883,6,,0,Reputation
11516,919,87393,20932,11273,779,7907,4,,1,Reputation
11517,919,87393,20932,11273,779,7928,3,,2,Reputation
11518,919,87393,20932,11273,779,7933,71,,9,Reputation
11519,919,87393,20932,11273,779,7945,4,,12,Reputation
11520,919,87393,20932,11273,779,7963,9,,8,Reputation
11521,919,87393,20932,11273,779,7968,10,,3,Reputation
11522,919,87393,20932,11273,779,7971,9,,1,Reputation
11523,919,87393,20932,11273,779,7984,26,,9,Reputation
11524,919,87393,20932,11273,779,8023,9,,5,Reputation
11525,919,87393,20932,11273,779,8045,0,,0,Reputation
11526,919,87393,20932,11273,779,8046,0,,0,Reputation
11527,919,87393,20932,11273,779,8048,14,,2,Reputation
11528,919,87393,20932,11273,779,8101,8,,0,Reputation
11529,919,87393,20932,11273,779,8105,10,,2,Reputation
11530,919,87393,20932,11273,779,8171,0,,0,Reputation
11531,919,87393,20932,11273,779,8172,0,,0,Reputation
11532,919,87393,20932,11273,779,8214,8,,4,Reputation
11533,919,87393,20932,11273,779,8270,1,,4,Reputation
11534,919,87393,20932,11273,779,8274,12,,1,Reputation
11535,919,87393,20932,11273,779,8322,2,,0,Reputation
11536,919,87393,20932,11273,779,8323,3,,4,Reputation
11537,919,87393,20932,11273,779,8372,5,,8,Reputation
11538,919,87393,20932,11273,779,8379,8,,2,Reputation
11539,919,87393,20932,11273,779,8482,3,,0,Reputation
11540,919,87393,20932,11273,779,8496,0,,0,Reputation
11541,919,87393,20932,11273,779,8497,0,,0,Reputation
11542,919,87393,20932,11273,779,8637,7,,3,Reputation
11543,919,87393,20932,11273,779,8647,5,,0,Reputation
11544,919,87393,20932,11273,779,8678,4,,1,Reputation
11545,919,87393,20932,11273,779,8684,7,,2,Reputation
11546,919,87393,20932,11273,779,8694,6,,1,Reputation
11547,919,87393,20932,11273,779,8730,4,,1,Reputation
11548,919,87393,20932,11273,779,8740,14,,1,Reputation
11549,919,87393,20932,11273,779,8841,0,,0,Reputation
11550,919,87393,20932,11273,779,8842,0,,0,Reputation
11551,919,87393,20932,11273,779,8940,5,,2,Reputation
11552,919,87393,20932,11273,779,8943,0,,0,Reputation
11553,919,87393,20932,11273,779,8944,0,,0,Reputation
11554,919,87393,20932,11273,779,8945,0,,0,Reputation
11555,919,87393,20932,11273,779,8946,0,,0,Reputation
11556,919,87393,20932,11273,779,9058,4,,0,Reputation
11557,919,87393,20932,11273,779,9060,2,,1,Reputation
11558,919,87393,20932,11273,779,9073,12,,2,Reputation
11559,919,87393,20932,11273,779,9139,9,,0,Reputation
11560,919,87393,20932,11273,779,9199,4,,0,Reputation
11561,919,87393,20932,11273,779,9200,3,,0,Reputation
11562,919,87393,20932,11273,779,9204,4,,0,Reputation
11563,919,87393,20932,11273,779,9209,0,,0,Reputation
11564,919,87393,20932,11273,779,9210,0,,0,Reputation
11565,919,87393,20932,11273,779,9248,0,,0,Reputation
11566,919,87393,20932,11273,779,9250,0,,0,Reputation
11567,919,87393,20932,11273,779,9251,0,,0,Reputation
11568,919,87393,20932,11273,779,9274,11,,5,Reputation
11569,919,87393,20932,11273,779,9282,3,,1,Reputation
11570,919,87393,20932,11273,779,9285,0,,0,Reputation
11571,919,87393,20932,11273,779,9286,0,,0,Reputation
11572,919,87393,20932,11273,779,9303,5,,1,Reputation
11573,919,87393,20932,11273,779,9319,7,,8,Reputation
11574,919,87393,20932,11273,779,9320,3,,1,Reputation
11575,919,87393,20932,11273,779,9361,12,,11,Reputation
11576,919,87393,20932,11273,779,9418,6,,5,Reputation
11577,919,87393,20932,11273,779,9513,14,,8,Reputation
11578,919,87393,20932,11273,779,9567,6,,1,Reputation
11579,919,87393,20932,11273,779,9591,6,,2,Reputation
11580,919,87393,20932,11273,779,9613,5,,0,Reputation
11581,919,87393,20932,11273,779,9624,6,,1,Reputation
11582,919,87393,20932,11273,779,9655,23,,4,Reputation
11583,919,87393,20932,11273,779,9753,18,,4,Reputation
11584,919,87393,20932,11273,779,9882,5,,7,Reputation
11585,919,87393,20932,11273,779,9883,8,,0,Reputation
11586,919,87393,20932,11273,779,9954,4,,2,Reputation
11587,919,87393,20932,11273,779,9963,4,,1,Reputation
11588,919,87393,20932,11273,779,9969,1,,5,Reputation
11589,919,87393,20932,11273,779,10052,5,,2,Reputation
11590,919,87393,20932,11273,779,10118,3,,0,Reputation
11591,919,87393,20932,11273,779,10163,6,,1,Reputation
11592,919,87393,20932,11273,779,10247,6,,1,Reputation
11593,919,87393,20932,11273,779,10272,0,,0,Reputation
11594,919,87393,20932,11273,779,10273,0,,0,Reputation
11595,919,87393,20932,11273,779,10330,2,,0,Reputation
11596,919,87393,20932,11273,779,10440,4,,3,Reputation
11597,919,87393,20932,11273,779,10520,17,,8,Reputation
11598,919,87393,20932,11273,779,10573,11,,2,Reputation
11599,919,87393,20932,11273,779,10637,2,,0,Reputation
11600,919,87393,20932,11273,779,10755,0,,0,Reputation
11601,919,87393,20932,11273,779,10764,0,,0,Reputation
11602,919,87393,20932,11273,779,10780,9,,3,Reputation
11603,919,87393,20932,11273,779,10809,6,,10,Reputation
11604,919,87393,20932,11273,779,10811,7,,2,Reputation
11605,919,87393,20932,11273,779,10830,4,,3,Reputation
11606,919,87393,20932,11273,779,10879,5,,1,Reputation
11607,919,87393,20932,11273,779,10946,2,,3,Reputation
11608,919,87393,20932,11273,779,10979,13,,4,Reputation
11609,919,87393,20932,11273,779,10993,3,,8,Reputation
11610,919,87393,20932,11273,779,11040,16,,0,Reputation
11611,919,87393,20932,11273,779,11094,8,,1,Reputation
11612,919,87393,20932,11273,779,11095,4,,0,Reputation
11613,919,87393,20932,11273,779,11173,6,,0,Reputation
11614,919,87393,20932,11273,779,11201,8,,2,Reputation
11615,919,87393,20932,11273,779,11285,6,,4,Reputation
11616,919,87393,20932,11273,779,11324,3,,9,Reputation
11617,919,87393,20932,11273,779,11399,2,,0,Reputation
11618,919,87393,20932,11273,779,11401,5,,0,Reputation
11619,919,87393,20932,11273,779,11517,5,,0,Reputation
11620,919,87393,20932,11273,779,11518,4,,0,Reputation
11621,919,87393,20932,11273,779,11563,2,,1,Reputation
11622,919,87393,20932,11273,779,11566,2,,0,Reputation
11623,919,87393,20932,11273,779,11599,2,,0,Reputation
11624,919,87393,20932,11273,779,11668,10,,3,Reputation
11625,919,87393,20932,11273,779,11669,62,,7,Reputation
11626,919,87393,20932,11273,779,11719,4,,2,Reputation
11627,919,87393,20932,11273,779,11760,7,,12,Reputation
11628,919,87393,20932,11273,779,11814,17,,7,Reputation
11629,919,87393,20932,11273,779,11841,5,,2,Reputation
11630,919,87393,20932,11273,779,11842,6,,2,Reputation
11631,919,87393,20932,11273,779,11852,7,,0,Reputation
11632,919,87393,20932,11273,779,11873,9,,20,Reputation
11633,919,87393,20932,11273,779,11900,2,,4,Reputation
11634,919,87393,20932,11273,779,11997,7,,2,Reputation
11635,919,87393,20932,11273,779,12045,5,,4,Reputation
11636,919,87393,20932,11273,779,12048,2,,2,Reputation
11637,919,87393,20932,11273,779,12100,5,,2,Reputation
11638,919,87393,20932,11273,779,12153,4,,1,Reputation
11639,919,87393,20932,11273,779,12191,4,,4,Reputation
11640,919,87393,20932,11273,779,12196,10,,3,Reputation
11641,919,87393,20932,11273,779,12255,14,,2,Reputation
11642,919,87393,20932,11273,779,12284,2,,3,Reputation
11643,919,87393,20932,11273,779,12414,7,,1,Reputation
11644,919,87393,20932,11273,779,12491,3,,2,Reputation
11645,919,87393,20932,11273,779,12674,8,,0,Reputation
11646,919,87393,20932,11273,779,12691,5,,0,Reputation
11647,919,87393,20932,11273,779,12809,10,,8,Reputation
11648,919,87393,20932,11273,779,12820,11,,0,Reputation
11649,919,87393,20932,11273,779,12892,2,,2,Reputation
11650,919,87393,20932,11273,779,12921,7,,7,Reputation
11651,919,87393,20932,11273,779,12942,5,,3,Reputation
11652,919,87393,20932,11273,779,12948,4,,2,Reputation
11653,919,87393,20932,11273,779,12989,3,,1,Reputation
11654,919,87393,20932,11273,779,13101,25,,2,Reputation
11655,919,87393,20932,11273,779,13104,3,,2,Reputation
11656,919,87393,20932,11273,779,13115,7,,0,Reputation
11657,919,87393,20932,11273,779,13212,3,,0,Reputation
11658,919,87393,20932,11273,779,13250,6,,0,Reputation
11659,919,87393,20932,11273,779,13297,2,,0,Reputation
11660,919,87393,20932,11273,779,13317,128,,11,Reputation
11661,919,87393,20932,11273,779,13372,4,,0,Reputation
11662,919,87393,20932,11273,779,13649,3,,0,Reputation
11663,919,87393,20932,11273,779,13725,21,,4,Reputation
11664,919,87393,20932,11273,779,13803,11,,1,Reputation
11665,919,87393,20932,11273,779,13806,4,,0,Reputation
11666,919,87393,20932,11273,779,13815,4,,1,Reputation
11667,919,87393,20932,11273,779,13832,4,,1,Reputation
11668,919,87393,20932,11273,779,13915,8,,8,Reputation
11669,919,87393,20932,11273,779,13919,5,,4,Reputation
11670,919,87393,20932,11273,779,13942,5,,2,Reputation
11671,919,87393,20932,11273,779,13955,1,,1,Reputation
11672,919,87393,20932,11273,779,13986,27,,6,Reputation
11673,919,87393,20932,11273,779,13993,4,,3,Reputation
11674,919,87393,20932,11273,779,14068,10,,8,Reputation
11675,919,87393,20932,11273,779,14124,2,,0,Reputation
11676,919,87393,20932,11273,779,14281,0,,0,Reputation
11677,919,87393,20932,11273,779,14282,0,,0,Reputation
11678,919,87393,20932,11273,779,14285,0,,0,Reputation
11679,919,87393,20932,11273,779,14286,0,,0,Reputation
11680,919,87393,20932,11273,779,14287,0,,0,Reputation
11681,919,87393,20932,11273,779,14288,0,,0,Reputation
11682,919,87393,20932,11273,779,14300,4,,1,Reputation
11683,919,87393,20932,11273,779,14347,4,,0,Reputation
11684,919,87393,20932,11273,779,14352,13,,12,Reputation
11685,919,87393,20932,11273,779,14366,10,,4,Reputation
11686,919,87393,20932,11273,779,14407,5,,16,Reputation
11687,919,87393,20932,11273,779,14438,8,,14,Reputation
11688,919,87393,20932,11273,779,14490,20,,1,Reputation
11689,919,87393,20932,11273,779,14501,4,,0,Reputation
11690,919,87393,20932,11273,779,14519,5,,2,Reputation
11691,919,87393,20932,11273,779,14528,50,,1,Reputation
11692,919,87393,20932,11273,779,14718,3,,0,Reputation
11693,919,87393,20932,11273,779,14727,6,,6,Reputation
11694,919,87393,20932,11273,779,14776,12,,19,Reputation
11695,919,87393,20932,11273,779,14782,4,,4,Reputation
11696,919,87393,20932,11273,779,14824,9,,4,Reputation
11697,919,87393,20932,11273,779,14867,7,,13,Reputation
11698,919,87393,20932,11273,779,14921,4,,0,Reputation
11699,919,87393,20932,11273,779,15037,13,,0,Reputation
11700,919,87393,20932,11273,779,15083,5,,6,Reputation
11701,919,87393,20932,11273,779,15108,4,,4,Reputation
11702,919,87393,20932,11273,779,15125,2,,8,Reputation
11703,919,87393,20932,11273,779,15254,3,,0,Reputation
11704,919,87393,20932,11273,779,15284,3,,2,Reputation
11705,919,87393,20932,11273,779,15334,6,,4,Reputation
11706,919,87393,20932,11273,779,15369,4,,0,Reputation
11707,919,87393,20932,11273,779,15385,9,,3,Reputation
11708,919,87393,20932,11273,779,15401,3,,2,Reputation
11709,919,87393,20932,11273,779,15412,4,,0,Reputation
11710,919,87393,20932,11273,779,15446,4,,2,Reputation
11711,919,87393,20932,11273,779,15512,8,,12,Reputation
11712,919,87393,20932,11273,779,15557,10,,4,Reputation
11713,919,87393,20932,11273,779,15615,4,,0,Reputation
11714,919,87393,20932,11273,779,15663,6,,1,Reputation
11715,919,87393,20932,11273,779,15769,3,,1,Reputation
11716,919,87393,20932,11273,779,15992,7,,0,Reputation
11717,919,87393,20932,11273,779,16067,3,,2,Reputation
11718,919,87393,20932,11273,779,16091,5,,1,Reputation
11719,919,87393,20932,11273,779,16128,5,,9,Reputation
11720,919,87393,20932,11273,779,16169,15,,5,Reputation
11721,919,87393,20932,11273,779,16234,7,,2,Reputation
11722,919,87393,20932,11273,779,16246,12,,3,Reputation
11723,919,87393,20932,11273,779,16286,3,,10,Reputation
11724,919,87393,20932,11273,779,16419,0,,0,Reputation
11725,919,87393,20932,11273,779,16420,0,,0,Reputation
11726,919,87393,20932,11273,779,16429,4,,1,Reputation
